title,authors,year,doi,item_type,abstract,keywords,status,pdf_filename,text_path,extraction_ok,note
Digitalisation of public administration under martial law in Ukraine and the case of Smart City Kyiv,"Serhiichuk, L.",2025,10.13130/2723-9195/2025-2-70,JOUR,"The evolutionary changes taking place in Ukraine over the past few decades testify to the information revolution, which has resulted in progressive digital technologies, new products and services. The beginning of the full-scale military aggression of the Russian Federation against Ukraine necessitated the implementation of rapid response measures to existing threats and the development of a digitalisation development strategy in the post-war years. Key aspect of such systems is the security component-the detection and timely informing of residents about the emergence of various threats related to military aggression, etc. While the war is still ongoing in Ukraine, the cities are developing technologically. Kyiv is the first city in Ukraine to systematically implement innovative technologies and actively create the city’s digital infrastructure. To better understand how a typical Kyivan lives during the war, it is necessary to research the main innovations that we use every day and how digitalisation is regulated at the legislative level. © 2025, Universita degli Studi di Milano. All rights reserved.",,valid,Digitalisation_of_public_administration_under_martial_law_in_Ukraine_and_the_case_of_Smart_City_Kyiv.pdf,Diss_Methods_Data/corpus/text/Digitalisation_of_public_administration_under_martial_law_in_Ukraine_and_the_case_of_Smart_City_Kyiv.txt,True,
Responsible civilian drones,"Wernaart, B.F.W.; Vaznyte, R.; van Velzen, M.B.C.J.; Dantuma, I.L.G.",2023,10.3920/978-90-8686-943-5_10,JOUR,"Drones, or unmanned aerial systems, are increasingly used in public spaces, in particular in the context of so-called ‘smart cities’. Drone technology is rapidly innovating, and its hypothetical use in the near future is promising. Drones can be exploited for public and business purposes, e.g. for emergency medication delivery, general last mile delivery, building inspections, the cleaning of solar panels, agricultural applications, surveillance and so on. However, there are some challenges and concerns that relate to fundamental human rights. First, there is the risk of dual use: drones have a military origin, and this technology is now being further used and developed in a civilian setting. The values embodied in these technologies do not automatically reflect societal needs. Furthermore, there are technological challenges that need to be overcome in order to successfully exploit commercial drone services. These challenges make the near-future use of drones an uncertain phenomenon for the average citizen. Third, there is the perception of citizens: while there is some technological optimism, there are grave concerns about privacy and safety, and a call for clear regulation of drone flights. However, it seems that regulators are struggling to keep pace with the innovation. Recent EU initiatives to regulate the so-called U-space give us a glimpse of what the legal concepts will look like in the near future. To conclude, we strongly emphasise the importance of the citizen’s voice in the design process of new drone technologies and services. We offer some Eindhoven-based (the Netherlands) examples of joint research initiatives into which we integrate the values of citizens in drone development. © Wageningen Academic Publishers The Netherlands, 2023.",,valid,Responsible_civilian_drones.pdf,Diss_Methods_Data/corpus/text/Responsible_civilian_drones.txt,True,
Integrating digitization into public administration: Impact on national security and the economy through spatial planning,"Sydorchuk, O.; Bashtannyk, V.; Terkhanov, F.; Kravtsov, O.; Akimova, L.; Akimov, O.",2024,10.55214/25768484.v8i5.1740,JOUR,"The evolutionary development of the security sphere, on the one hand, and the rapid involvement of digital technologies (and, as a consequence, changes) on the other, formulate the first level of problematization of this study. The study seeks to provide evidence of how the dynamics of changes in the security sphere are formed by constructing an empirical model of changes and assessing the state security system within the framework of spatial planning under the influence of digital technologies. Particular attention in the study is paid to spatial planning and spatial development in smart cities the main threats to national security are systematized, located in closely intersecting planes of digital technologies, social processes, and economic interests. It is shown that areas covered by spatial planning, and particularly smart cities, pose a serious local threat to national and international security policy at the levels of political, social, technical, and economic governance. © 2024 by the authors; licensee Learning Gate.",National security; Digitization; Economy; Spatial planning ER  -,valid,Integrating_digitization_into_public_administration__Impact_on_national_security_and_the_economy_through_spatial_planning.pdf,Diss_Methods_Data/corpus/text/Integrating_digitization_into_public_administration__Impact_on_national_security_and_the_economy_through_spatial_planning.txt,True,
Urbicide in Israel’s War on Gaza: Architecture of Erasure and the Unmaking of Urban Life (2023–2025),"Benguita, M.",2025,10.34230/fiad.1740210,JOUR,"This article investigates the role of urbicide—defined as the systematic destruction of urban environments—in Israel’s military strategy during the war on Gaza from 2023 to 2025. It explores how the erasure of infrastructure, housing, and essential services served not only as a means of military incapacitation but as a deliberate strategy to dismantle Gaza as a space of urban life, memory, and sovereignty. The scope of the research moves beyond physical damage to examine the strategic, political, and symbolic implications of urbicide within the broader settler-colonial framework. Methodologically, the study adopts a mixed empirical and theoretical approach, combining: satellite imagery analysis and damage assessment reports (UNOSAT, UNDP, OCHA) to map patterns of destruction; quantitative data from the World Bank, FAO, and the Palestinian Central Bureau of Statistics (PCBS) to assess demographic and infrastructural impacts; and theoretical insights from critical urban studies, settler-colonial theory, and postcolonial geography. Findings reveal that over 70% of Gaza’s built environment has been destroyed or rendered nonfunctional, with entire districts rendered uninhabitable. The unmaking of urban life is shown to be not collateral, but integral to a strategic logic aimed at disabling civic infrastructure, displacing populations, and erasing the viability of future sovereignty. Yet, the study also identifies countercurrents of symbolic and spatial resistance, as civil society, local actors, and communities reconstitute forms of endurance and political meaning from within the ruins. The study concludes that urbicide is a structural tool of domination in settler-colonial warfare, and calls for further research on post-urbicidal urban recovery, the politics of memory, and spatial justice in colonial and postcolonial contexts. © 2025, Muhammed Mustafa KULU. All rights reserved.",Urban warfare; Gaza Strip; Palestine; Settler colonialism; Urbicide ER  -,valid,Urbicide_in_Israel_s_War_on_Gaza__Architecture_of_Erasure_and_the_Unmaking_of_Urban_Life__2023_2025_.pdf,Diss_Methods_Data/corpus/text/Urbicide_in_Israel_s_War_on_Gaza__Architecture_of_Erasure_and_the_Unmaking_of_Urban_Life__2023_2025_.txt,True,
The atrocities of war leave profound impacts: not only on the built environment—cities and living spaces—but also deeply affect the infrastructure and the physical aspect of our environment,"Abujidi, N.",2025,,JOUR,"This essay delves into the profound impacts of urbicide in Palestine, exploring the intersection of urban planning, military strategy, and resistance within a colonial context. The author, a Palestinian architect and activist, introduces the concept of ‘design by destruction,’ where urban environments are manipulated for surveillance, control, and systematic destruction. The work outlines how Palestinian cities, characterised as scenes of catastrophic deaths, become strategic targets in warfare, suffering massive and often total destruction akin to the historical devastations in Hiroshima and Dresden. Additionally, the research highlights the complicit role of military elites in exploiting architectural and urban planning skills to fortify dominance, turning professional practices into instruments of oppression. The discourse extends to the manipulation of urban landscapes in Europe, accentuated by increased surveillance post-September 11. The exploration is framed within the broader discourse of resistance and survival, where urbicide not only reshapes physical spaces but also deeply influences the socio spatial and cultural fabric of Palestinian communities and their everyday life. By examining the layered narratives of urbicide, the research articulates a compelling critique of spatial and social injustices perpetuated under the guise of security and urban development in colonial contexts. © 2025 TU Delft OPEN Publishing.",Architecture; Palestine; Urbicide; Architectural manipulation; Built environment; Living spaces; Military urbanism; Palestinian resistance; Physical aspects; Spatial justice; Urban environments; Urban growth ER  -,valid,The_atrocities_of_war_leave_profound_impacts__not_only_on_the_built_environment_cities_and_living_spaces_but_also_deeply_affect_the_infrastructure_and_the_physical_aspect_of_our_environment.pdf,Diss_Methods_Data/corpus/text/The_atrocities_of_war_leave_profound_impacts__not_only_on_the_built_environment_cities_and_living_spaces_but_also_deeply_affect_the_infrastructure_and_the_physical_aspect_of_our_environment.txt,True,
The Threat Posed by Commercial First-Person View (FPV) Unmanned Aerial Vehicles (UAVs) Modified by Asymmetrical Warfare Actors,"Lavers, C.",2025,10.4324/9781003520160-4,JOUR,"In this chapter, we consider the threat posed by commercially-off-the-shelf (COTS) civilian unmanned aerial vehicle (UAV) platforms, modified for hostile non-state actor use in urban warfare environments, with forces possessing small-scale conflict ‘skills’ gained in Syria and Iraq by Al Qaeda and ISIS. The growing threat of commercially available first-person view (FPV) UAVs modified for use in asymmetrical warfare is a critical concern in modern conflict. This chapter explores how non-state actors, particularly terrorist organisations, have adapted off-the-shelf UAV platforms to carry out attacks, conduct surveillance, and disrupt infrastructure. Beginning with a historical overview of unmanned aerial systems in warfare, we highlight the increasing overlap between civilian and military drone capabilities. We then examine the evolution of UAV-based threats, emphasising the strategic and tactical advantages that modified drones provide to urban guerrillas and terrorist groups. The discussion extends to notable case studies, from ISIS’s use of drones in Syria to high-profile assassination attempts and infrastructure attacks. This chapter also considers the technological vulnerabilities of UAVs, including cyber threats, and countermeasures, before concluding with the broader implications of drone proliferation. Ultimately, the analysis underscores the urgent need for policy interventions and technical safeguards to prevent the weaponisation of consumer UAV technology. © 2026 selection and editorial matter, Tracey German, Fotios Moustakis, and Andrew N. Liaropoulos; individual chapters, the contributors.",Terrorism; Urban warfare; Military applications; Aerial vehicle; Al-Qaeda; Antennas; Asymmetrical warfare; Drones; First person; Network security; Non state actors; Small scale; Terrorist organization; Vehicle platforms; Warfare environment ER  -,valid,The_Threat_Posed_by_Commercial_First-Person_View__FPV__Unmanned_Aerial_Vehicles__UAVs__Modified_by_Asymmetrical_Warfare_Actors.pdf,Diss_Methods_Data/corpus/text/The_Threat_Posed_by_Commercial_First-Person_View__FPV__Unmanned_Aerial_Vehicles__UAVs__Modified_by_Asymmetrical_Warfare_Actors.txt,True,
Western fantasy and tropical nightmare: Spectacular architecture and urban warfare in Rio,"Arantes, P.F.; Ribeiro, C.R.",2022,10.4324/9781003112464-29,JOUR,"The competitive management of contemporary metropolises promises a world of dreams through extreme architectural and urban forms, large real estate projects and mega-events broadcast worldwide by mass media screens. Spectacular images of the cityscape and new buildings are produced for global circulation, displaying a civic mobilization of achievement and overcoming. In Rio de Janeiro – host of the 2014 World Cup and the 2016 Summer Olympics – the new museums and cultural centers designed by star architects and framed by paradisiacal backdrops have renewed a tropical fantasy that has always titillated the western colonial imagination. The harbor renovation, only partially completed, has sought to gentrify a region adjacent to the downtown, connecting it to real estate global financial flows directed at new business districts. In this city of the spectacle, the control of impoverished populations through cordons sanitaires, the removal or ‘pacification’ of favelas, or their management and high-tech surveillance by militaries, paramilitaries and private security companies, has brought Brazilian apartheid in line with 21st-Century standards for urban warfare. The riofication of global megacities is a trend that combines spectacle and control, real estate and paramilitary extortion, global mega-events and regressive fundamentalism – a political and urban formula that transforms cities into a monstrous amalgam where contemporary capitalism is revealed. © 2023 selection and editorial matter, Nikolina Bobic and Farzaneh Haghighi; individual chapters, the contributors.",Architecture; Urban warfare; Cultural center; Global circulation; Mass media; Mobilisation; Olympics; Real-estate projects; Real-estates; Tropics; Urban form; World cup ER  -,valid,Western_fantasy_and_tropical_nightmare__Spectacular_architecture_and_urban_warfare_in_Rio.pdf,Diss_Methods_Data/corpus/text/Western_fantasy_and_tropical_nightmare__Spectacular_architecture_and_urban_warfare_in_Rio.txt,True,
"The Routledge Handbook of Architecture, Urban Space and Politics, Volume I: Violence, Spectacle and Data","Bobic, N.; Haghighi, F.",2022,10.4324/9781003112464,BOOK,"For architecture and urban space to have relevance in the 21st Century, we cannot merely reignite the approaches of thought and design that were operative in the last century. This is despite, or because of, the nexus between politics and space often being theorized as a representation or by-product of politics. As a symbol or an efect, the spatial dimension is depoliticized. Consequently, architecture and the urban are halted from fostering any systematic change as they are secondary to the event and therefore incapable of performing any political role.This handbook explores how architecture and urban space can unsettle the unquestioned construct of the spatial politics of governing. Considering both ongoing and unprecedented global problems – from violence and urban warfare, the refugee crisis, borderization, detention camps, terrorist attacks to capitalist urbanization, inequity, social unrest and climate change – this handbook provides a comprehensive and multidisciplinary research focused on the complex nexus of politics, architecture and urban space.Volume I starts by pointing out the need to explore the politics of spatialization to make sense of the operational nature of spatial oppression in contemporary times.The operative and active political reading of space is disseminated through fve thematics: Violence and War Machines; Security and Borders; Race, Identity and Ideology; Spectacle and the Screen; and Mapping Landscapes and Big Data. This frst volume of the handbook frames cutting-edge contemporary debates and presents studies of actual theories and projects that address spatial politics. This Handbook will be of interest to anyone seeking to meaningfully disrupt the reduction of space to an oppressive or neutral backdrop of political realities. © 2023 selection and editorial matter, Nikolina Bobic and Farzaneh Haghighi; individual chapters, the contributors.",Architecture; Climate change; Terrorism; Urban warfare; Big data; Comprehensive research; Cutting; Cutting edges; Global problems; Multi-disciplinary research; Spatial dimension; Spatialization; Systematic changes; Terrorists attack; Urban spaces ER  -,valid,The_Routledge_Handbook_of_Architecture__Urban_Space_and_Politics__Volume_I__Violence__Spectacle_and_Data.pdf,Diss_Methods_Data/corpus/text/The_Routledge_Handbook_of_Architecture__Urban_Space_and_Politics__Volume_I__Violence__Spectacle_and_Data.txt,True,
Concentration of Urban Violence in Fortaleza and Strategies for Crime Prevention,"Dantas, R.F.; Favarin, S.",2021,10.1177/07340168211038043,JOUR,"Despite the continued prevalence of violence in Latin America, there is a relative dearth of research investigating both spatial patterns of violent crimes and the effectiveness of evidence-based crime prevention policies in Brazil. This study aims to address this gap in extant knowledge by creating a Spatial Violence Index and a Restrictive Ambient Index to investigate the spatial dynamics of violent crimes and urban vulnerabilities in Fortaleza. Both exploratory spatial data analysis and spatial regression models were employed to visualize the associative patterns and measure the correlation between the two indexes. The results demonstrate how locations characterized by high levels of violence are spatially correlated with more vulnerable locations in terms of both socio-economic-demographics and urban disorder. Overall, the study identified 124 vulnerable micro-territories that would benefit from the allocation of resources in an effort to reduce violence in the city by enhancing the efficiency of policing and prevention strategies. © 2021 Georgia State University.",spatial analysis; concentration of violence; Fortaleza; Latin America; local vulnerabilities; urban violence ER  -,valid,Concentration_of_Urban_Violence_in_Fortaleza_and_Strategies_for_Crime_Prevention.pdf,Diss_Methods_Data/corpus/text/Concentration_of_Urban_Violence_in_Fortaleza_and_Strategies_for_Crime_Prevention.txt,True,
Disappearing Palestine: Israel’s Experiments in Human Despair,"Cook, J.",2009,10.5040/9781350219694,BOOK,"Palestine is fast disappearing. Over many decades Israel has developed and refined policies to disperse, imprison and impoverish the Palestinian people in a relentless effort to destroy them as a nation. It has industrialized Palestinian despair through ever more sophisticated systems of curfews, checkpoints, walls, permits and land grabs. It has transformed the West Bank and Gaza into laboratories for testing the infrastructure of confinement, creating a lucrative 'defence' industry by pioneering the technologies needed for crowd control, surveillance, collective punishment and urban warfare. In this insightful and authoritative new book, leading journalist Jonathan Cook examines the many different guises in which these experiments on the Palestinians are being carried out. Accessible and comprehensive, this is a powerful analysis of one of the most enduring and entrenched conflicts in contemporary world politics. © Jonathan Cook 2008.",Urban warfare; Palestine; Crowd control; Defense Industry; Sophisticated system; West banks ER  -,valid,Disappearing_Palestine__Israel_s_Experiments_in_Human_Despair.pdf,Diss_Methods_Data/corpus/text/Disappearing_Palestine__Israel_s_Experiments_in_Human_Despair.txt,True,
Urban Violence and Militarization,"Mendel, J.",2015,10.1016/B978-0-08-097086-8.74064-5,JOUR,"There is a long history of cities playing key roles in different types of violence and military conflict. Urban violence remains a significant factor in cities today. Urban warfare is increasingly prominent in 'new' wars and there has been a blurring of boundaries between military action 'outside' of states and domestic governance 'inside.'. This article will outline how cities are affected and formed by, and play significant roles in shaping, violence and warfare. Urban warfare will be used as an example of the prominent role of cities in violence, and the article will consider the increasing militarization of 'domestic' urban life. Surveillance will be considered both as an attempt to engage with (fears of) urban violence and as an example of a blurring of military/domestic lines. The article will conclude by considering potential responses to urban violence. © 2015 Elsevier Ltd All rights reserved.",Terrorism; Urban violence; Urbicide; War; Data; Geopolitics; Militarization; MOUT; Policing; Surveillance; Urban war; Virilio ER  -,valid,Urban_Violence_and_Militarization.pdf,Diss_Methods_Data/corpus/text/Urban_Violence_and_Militarization.txt,True,
Wargaming and the Just War,"Burden, D.J.H.",2025,10.1201/9781003440253-9,JOUR,"It has been claimed that wargames save lives. This chapter examines the extent to which wargaming can be used to support the planning and analysis through the three just war considerations of jus ad bellum, jus in bello and jus post bellum. The chapter argues that wargaming can make a significant contribution to the examination of just war considerations, both within the professional military community and beyond. The chapter begins by describing what constitutes wargaming and how it is used by the military and others. The chapter then explores how AI could be used in wargaming, and how urban warfare, and by extension urban wargaming, provide the in extremis case for studying just war and wargaming. The main body of the chapter then examines the role of wargaming, and AI in support of war and wargaming, in each of three elements of a just war analysis. The chapter concludes by arguing the case for a broader use both of wargaming in considering just war issues, and in including just war issues within wargames, and by highlighting the need for just wargames to support just wars. © 2026 selection and editorial matter, Maria Power and Maggi Savin-Baden; individual chapters, the contributors.",Urban warfare; Military engineering; Personnel; Wargames; Wargaming; Main bodies ER  -,valid,Wargaming_and_the_Just_War.pdf,Diss_Methods_Data/corpus/text/Wargaming_and_the_Just_War.txt,True,
Robowar™ dreams US military technophilia and global south urbanisation,"Graham, S.",2008,10.1080/13604810801933511,JOUR,"This paper seeks to open up to critical scrutiny the attempts currently being made to re-engineer post-cold war US military power to directly confront global south urbanisation. Through analysing the discourses produced by US military commentators about 'urban warfare', and the purported military, technological and robotic solutions that might allow US forces to dominate and control global south cities in the near to medium-term future, the paper demonstrates that such environments are being widely essentialised as spaces which necessarily work to undermine the USA's military's high-technology systems for surveillance, reconnaissance and targeting. The paper shows how, amid the ongoing urban insurgency in Iraq, widescale efforts are being made to 'urbanise' these military systems so that US military forces can attempt to assert high-tech dominance over the fine-grained geographies of global south cities in the future. This includes an examination of how, by 2007, US forces, in close collaboration with the Israeli military, had already begun to implement ideas of robotised or automated urban warfare to counter the complex insurgencies in Iraq. The paper concludes with a critique of the urban and robotic turns in US military doctrine.",,valid,Robowar__dreams_US_military_technophilia_and_global_south_urbanisation.pdf,Diss_Methods_Data/corpus/text/Robowar__dreams_US_military_technophilia_and_global_south_urbanisation.txt,True,
Time-series satellite remote sensing reveals gradually increasing war damage in the Gaza Strip,"Holail, S.; Saleh, T.; Xiao, X.; Xiao, J.; Xia, G.-S.; Shao, Z.; Wang, M.; Gong, J.; Li, D.",2024,10.1093/nsr/nwae304,JOUR,"War-related urban destruction is a significant global concern, impacting national security, social stability, people's survival and economic development. The effects of urban geomorphology and complex geological contexts during conflicts, characterized by different levels of structural damage, are not yet fully understood globally. Here we report how integrating deep learning with data from the independently developed LuoJia3-01 satellite enables near real-time detection of explosions and assessment of different building damage levels in the Israel-Palestine conflict. We found that the damage continually increased from 17 October 2023 to 2 March 2024. We found 3747 missile craters with precision positions and sizes, and timing on vital infrastructure across five governorates in the Gaza Strip on 2 March 2024, providing accurate estimates of potential unexploded ordnance locations and assisting in demining and chemical decontamination. Our findings reveal a significant increase in damage to residential and educational structures, accounting for 58.4% of the total - 15.4% destroyed, 18.7% severely damaged, 11.8% moderately damaged and 12.5% slightly damaged - which exacerbates the housing crisis and potential population displacement. Additionally, there is a 34.1% decline in the cultivated area of agricultural land, posing a risk to food security. The LuoJia3-01 satellite data are crucial for impartial conflict monitoring, and our innovative methodology offers a cost-effective, scalable approach to assess future conflicts in various global contexts. These first-time findings highlight the urgent need for an immediate ceasefire to prevent further damage and support the release of hostages and subsequent reconstruction efforts. © 2024 The Author(s).",Housing; Gaza Strip; Building damage; building damage level detection; Building damage level detection; Crater detections; Damage level; Damage monitoring; Level detections; missile crater detection; Missile crater detection; Missiles; satellite remote sensing; Satellite remote sensing; School buildings; type of damaged building; Type of damaged building; war damage monitoring; War damage monitoring ER  -,valid,Time-series_satellite_remote_sensing_reveals_gradually_increasing_war_damage_in_the_Gaza_Strip.pdf,Diss_Methods_Data/corpus/text/Time-series_satellite_remote_sensing_reveals_gradually_increasing_war_damage_in_the_Gaza_Strip.txt,True,
"Trilford, Harris and Cuda. 2025. The Islands of Occupied Palestine: Analyzing the Urbicide and Spatial Disruption of the Israeli Apartheid Wall in the West Bank through Space Syntax Analysis Case Studies of Qalqilya and Abu Dis. Depthmap Models","Trilford, Brittany; Harris, Bryony; Cuda, Cyril",2025,10.6084/M9.FIGSHARE.29135609.V1,DATA,"AbstractSpatial networks and street infrastructures are analyzed as orchestrated architectures of violence weaponized by the Israeli Occupation���s Apartheid Wall as a tool for urbicide in the West Bank of the Occupied Palestinian Territories. Utilizing space syntax analysis, this study reveals how the Wall alters urban spatial configurations, mobility and accessibility, contributing to the discourse on urbicide by uncovering the systemic, covert spatial violence often overshadowed by overt military actions.Space syntax analysis has been applied to other partitioned cities, such as Berlin, Belfast, and Beirut, demonstrating how division lines control movement. This method is used to map the street networks of two West Bank sites with and without the Wall: Qalqilya and Abu Dis. These sites, selected for their urban disruption and data availability from GEOMOLG and OpenStreetMap exemplify varying degrees of division and spatial violence.Qalqilya's near-complete encirclement by the Wall highlights severe isolation, drastically reducing accessible routes and severing economic and social links. Abu Dis faces disconnect from Jerusalem, impacting essential access to healthcare, education, and employment. The study underscores the Wall's contribution to urbicide by diminishing urban vitality and resilience. Copyright: CC BY 4.0",,valid,Trilford__Harris_and_Cuda__2025__The_Islands_of_Occupied_Palestine__Analyzing_the_Urbicide_and_Spatial_Disruption_of_the_Israeli_Apartheid_Wall_in_the_West_Bank_through_Space_Syntax_Analysis_Case_Stud.pdf,Diss_Methods_Data/corpus/text/Trilford__Harris_and_Cuda__2025__The_Islands_of_Occupied_Palestine__Analyzing_the_Urbicide_and_Spatial_Disruption_of_the_Israeli_Apartheid_Wall_in_the_West_Bank_through_Space_Syntax_Analysis_Case_Stud.txt,True,
Constructing Urbicide in the Modern War on Terror: Surveillance and the Politics of Categorical Exclusion in Public Space in Xinjiang,"Hulik, Emma",2022,,BOOK,,review with Craig ER  -,valid,Constructing_Urbicide_in_the_Modern_War_on_Terror__Surveillance_and_the_Politics_of_Categorical_Exclusion_in_Public_Space_in_Xinjiang.pdf,Diss_Methods_Data/corpus/text/Constructing_Urbicide_in_the_Modern_War_on_Terror__Surveillance_and_the_Politics_of_Categorical_Exclusion_in_Public_Space_in_Xinjiang.txt,True,
Radar the next generation - Sensors as robots,"Wicks, MC; Spina, JF; Capraro, GT; IEEE",2003,10.1109/RADAR.2003.1278702,CONF,"One can easily envision future military operations and emerging civilian requirements (e.g. intelligent unmanned vehicles for urban warfare, intelligent manufacturing plants) that will be both complex and stressing and will demand innovative sensors and sensor configurations. The goal of our research into Sensors as Robots is to develop a cost effective and extendable approach for providing surveillance for a variety of applications in dynamically changing military and civilian environments. Within Sensors as Robots, we foresee a new sensor archetype. In this paradigm, sensors and algorithms will be autonomously altered depending on the environment Radars will use the same returns to perform detection and discrimination, to adjust the platform flight path and change mission priorities. The sensors win dynamically and automatically change waveform parameters to accomplish these goals. Disparate sensors will communicate and share data and instructions in real-time. Intelligent sensor systems will operate within and between sensor platforms such that the integration of multiple sensor data provides information needed to achieve dynamic goals and avoid electromagnetic fratricide. Intelligent sensor platforms working in partnership will increase information flow, minimize ambiguities, and dynamically change multiple sensors' operations based upon a changing environment Concomitant with the current emphasis on more flexible defense structures, Sensors as Robots will allow the appropriate incremental application of remote sensing assets by matching resources to the situation at hand.In this paper, we discuss the development of a futuristic intelligence, surveillance and reconnaissance concept utilizing the innovative integration of cutting edge technologies such as: knowledge-based signal processing, robotics, wireless networking, waveform diversity, the Semantic Web, advanced computer architectures and supporting software languages. This concept is projected as an autonomous constellation of air, space, and ground vehicles that would offer a robust paradigm to build toward future deployments.",,valid,Radar_the_next_generation_-_Sensors_as_robots.pdf,Diss_Methods_Data/corpus/text/Radar_the_next_generation_-_Sensors_as_robots.txt,True,
"Leviathan's Architect: Urbicide, Urban Renewal, and the Right to the City in Turkish Kurdistan","Smith, Thomas W.",2022,,JOUR,"Urban warfare exacts a grim toll on city life as combatants target civilians and civilian infrastructure, appropriate space, and try to erase culture and memory. Often, however, it is the post-conflict razing and reconstruction that caps this violent re-ordering of urban life. This article explores securitized development of cities in Southeastern Turkey in the wake of recent armed strife between Kurdish fighters and Turkish security forces. Case studies of Sur/Diyarbakir and Nusaybin show an overlord state leveraging post-war blight to remake society from the ground up. Targeting the physical as well as social contours of cities, Ankara has displaced residents, redirected access and flow, and intensified surveillance and control. The upheaval has been disorienting for residents, but in other ways it has sharpened Kurdish identity and agency. Historical preservation and memory projects, cultural commemorations, and new models of post-war urbanism underscore the right to a city that reflects civil society rather than one that tries to reengi- neer it in the image of the state.",,valid,Leviathan_s_Architect__Urbicide__Urban_Renewal__and_the_Right_to_the_City_in_Turkish_Kurdistan.pdf,Diss_Methods_Data/corpus/text/Leviathan_s_Architect__Urbicide__Urban_Renewal__and_the_Right_to_the_City_in_Turkish_Kurdistan.txt,True,
Time-series satellite remote sensing reveals gradually increasing war damage in the Gaza Strip,,2024,,JOUR,"War-related urban destruction is a significant global concern, impacting national security, social stability, people's survival and economic development. The effects of urban geomorphology and complex geological contexts during conflicts, characterized by different levels of structural damage, are not yet fully understood globally. Here we report how integrating deep learning with data from the independently developed LuoJia3-01 satellite enables near real-time detection of explosions and assessment of different building damage levels in the Israel-Palestine conflict. We found that the damage continually increased from 17 October 2023 to 2 March 2024. We found 3747 missile craters with precision positions and sizes, and timing on vital infrastructure across five governorates in the Gaza Strip on 2 March 2024, providing accurate estimates of potential unexploded ordnance locations and assisting in demining and chemical decontamination. Our findings reveal a significant increase in damage to residential and educational structures, accounting for 58.4% of the total15.4% destroyed, 18.7% severely damaged, 11.8% moderately damaged and 12.5% slightly damagedw hich ex acerbates the housing crisis and potential population displacement. Additionally, there is a 34.1% decline in the cultivated area of agricultural land, posing a risk to food security. The LuoJia3-01 satellite data are crucial for impartial conflict monitoring, and our innovative methodology offers a cost-effective, scalable approach to assess future conflicts in various global contexts. These first-time findings highlight the urgent need for an immediate ceasefire to prevent further damage and support the release of hostages and subsequent reconstruction efforts.",,valid,Time-series_satellite_remote_sensing_reveals_gradually_increasing_war_damage_in_the_Gaza_Strip.pdf,Diss_Methods_Data/corpus/text/Time-series_satellite_remote_sensing_reveals_gradually_increasing_war_damage_in_the_Gaza_Strip.txt,True,
Factored reasoning for monitoring dynamic team and goal formation,"Pfeffer, Avi; Das, Subrata; Lawles, David; Ng, Brenda",2009,10.1016/j.inffus.2008.05.005,JOUR,"We study the problem of monitoring goals, team structure and state of agents, in dynamic systems where teams and goals change over time. The setting for our study is an asymmetric urban warfare environment in which uncoordinated or loosely coordinated units may attempt to attack an important target. The task is to detect a threat Such as an ambush, as early as possible. We attempt to provide decision-makers with early warnings, by simultaneously monitoring the positions of units, the teams to which they belong, and the goals of units. The hope is that we can detect situations in which teams of units simultaneously make movements headed towards a target, and we can detect their goal before they get to the target. By reasoning about teams, we may be able to detect threats sooner than if we reasoned about units individually. We develop a model in which the state space is decomposed into individual units' positions, team assignments and team goals. When a unit belongs to a team it adopts the team's goal. An individual unit's movement depends only on its own goal, but different units interact as they form teams and adopt new goals. We present an algorithm that simultaneously tracks the positions of units, the team structure and team goals. Goals are inferred from two sources: individual units' behavior, which provides information about their goals, and communications by units, which provides evidence about team formation. Our algorithm reasons globally about interactions between units and team formation, and locally about individual units' behavior. We show that our algorithm performs well at the task, scaling to twenty units. It performs significantly better than several alternative algorithms: standard particle filtering, standard factored particle filtering, and an algorithm that performs all reasoning locally within the units. (C) 2008 Elsevier B.V. All rights reserved.",,valid,Factored_reasoning_for_monitoring_dynamic_team_and_goal_formation.pdf,Diss_Methods_Data/corpus/text/Factored_reasoning_for_monitoring_dynamic_team_and_goal_formation.txt,True,
The Wayfarer modular navigation payload for intelligent robot infrastructure,"Yamauchi, B",2005,10.1117/12.604046,CONF,"We are currently developing autonomous urban navigation capabilities for the iRobot PackBot. The TARDEC-funded Wayfarer Project is developing a modular navigation payload that incorporates LIDAR, vision, FLIR, and inertial navigation sensors. This payload can be attached to any PackBot and will provide the robot with the capability to perform fully-autonomous urban reconnaissance missions. These capabilities will enable the PackBot Wayfarer to scout unknown territory and return maps along with video and FLIR image sequences. The Wayfarer navigation payload includes software components for obstacle avoidance, perimeter and street following, and map-building. The obstacle avoidance system enables the PackBot to avoid collisions with a wide range of obstacles in both outdoor and indoor environments. This system combines 360-degree planar LIDAR range data with 3D obstacle detection using stereo vision using a Scaled Vector Field Histogram algorithm. We use a real-time Hough transform to detect linear features in the range data that correspond to building walls and street orientations. We use the LIDAR range data to build an occupancy grid map of the robot's surroundings in real-time. Data from the range sensors, obstacle avoidance, and the Hough transform are transmitted via UDP over wireless Ethernet to an OpenGL-based OCU that displays this information graphically and in real-time.",,valid,The_Wayfarer_modular_navigation_payload_for_intelligent_robot_infrastructure.pdf,Diss_Methods_Data/corpus/text/The_Wayfarer_modular_navigation_payload_for_intelligent_robot_infrastructure.txt,True,
